,date,items,ItemsPer1000
0,2014-01-01,172602.0,3.1777025807948216
1,2014-02-01,155808.0,2.868515334170401
2,2014-03-01,173802.0,3.1997952743728435
3,2014-04-01,171299.0,3.1537135976846855
4,2014-05-01,180272.0,3.3189117139143467
5,2014-06-01,182847.0,3.3663189522171857
6,2014-07-01,196689.0,3.6211581726396718
7,2014-08-01,171989.0,3.1664168964920485
8,2014-09-01,182327.0,3.3567454516667095
9,2014-10-01,183650.0,3.3811026463364793
10,2014-11-01,161624.0,2.975591255711882
11,2014-12-01,169758.0,3.125342897014909
12,2015-01-01,170275.0,3.1079850254534436
13,2015-02-01,155077.0,2.83057990775066
14,2015-03-01,175305.0,3.1997962994398232
15,2015-04-01,170437.0,3.1109419690689095
16,2015-05-01,165947.0,3.0289871738007497
17,2015-06-01,180836.0,3.300752195348107
18,2015-07-01,188451.0,3.439746798013372
19,2015-08-01,163769.0,2.9892327096372635
20,2015-09-01,172257.0,3.1441619528969835
21,2015-10-01,171512.0,3.1305636628135134
22,2015-11-01,161254.0,2.9433270726440734
23,2015-12-01,165385.0,3.018729134838454
24,2016-01-01,155739.0,2.817882286526948
25,2016-02-01,156864.0,2.8382376090366774
26,2016-03-01,162530.0,2.9407560600056812
27,2016-04-01,167099.0,3.0234258098251976
28,2016-05-01,162535.0,2.9408465281057246
29,2016-06-01,171796.0,3.1084115430058206
30,2016-07-01,170675.0,3.0881285949761255
31,2016-08-01,168554.0,3.0497520269377816
32,2016-09-01,167653.0,3.033449675309989
33,2016-10-01,157274.0,2.8456559932402237
34,2016-11-01,158644.0,2.870444252652072
35,2016-12-01,152693.0,2.7627691199806037
36,2017-01-01,150717.0,2.7097919071403145
37,2017-02-01,141087.0,2.536650880807776
38,2017-03-01,166713.0,2.9973894001014036
39,2017-04-01,141085.0,2.5366149221314864
40,2017-05-01,158856.0,2.856125740299248
41,2017-06-01,162564.0,2.9227931261394406
42,2017-07-01,158869.0,2.856359471695128
43,2017-08-01,158824.0,2.8555504014786206
44,2017-09-01,152711.0,2.745642707400655
45,2017-10-01,155478.0,2.795391536046775
46,2017-11-01,152267.0,2.737659881264451
47,2017-12-01,139203.0,2.502777807743341
48,2018-01-01,153283.0,2.7383113124629315
49,2018-02-01,136559.0,2.4395468154891633
50,2018-03-01,146999.0,2.626051320894936
51,2018-04-01,142471.0,2.5451612442208615
52,2018-05-01,151132.0,2.6998849531595006
53,2018-06-01,150985.0,2.6972588839741896
54,2018-07-01,155860.0,2.7843479130788964
55,2018-08-01,151980.0,2.715033978119663
56,2018-09-01,140875.0,2.5166496359231973
57,2018-10-01,152740.0,2.728610934451884
58,2018-11-01,142720.0,2.5496094838612864
59,2018-12-01,131131.0,2.3425787642111433
60,2019-01-01,144661.0,2.570060582372484
61,2019-02-01,131081.0,2.328797057935225
62,2019-03-01,143611.0,2.551406186153108
63,2019-04-01,136318.0,2.421838079840816
64,2019-05-01,145539.0,2.5856592108302094
65,2019-06-01,139828.0,2.484197061488443
66,2019-07-01,153675.0,2.730204132392915
67,2019-08-01,149072.0,2.6484268125854995
68,2019-09-01,140831.0,2.5020164514008565
69,2019-10-01,148164.0,2.632295201378649
70,2019-11-01,137041.0,2.434682964094729
71,2019-12-01,132768.0,2.3587684545276884
72,2020-01-01,144235.0,2.550574712643678
73,2020-02-01,130225.0,2.3028293545534924
74,2020-03-01,133701.0,2.364297082228117
75,2020-04-01,130353.0,2.3050928381962863
76,2020-05-01,124928.0,2.209160035366932
77,2020-06-01,127420.0,2.2532272325375775
78,2020-07-01,130154.0,2.30157382847038
79,2020-08-01,114494.0,2.0246507515473033
80,2020-09-01,122640.0,2.1687002652519896
81,2020-10-01,122623.0,2.168399646330681
82,2020-11-01,119673.0,2.116233421750663
83,2020-12-01,120616.0,2.1329089301503092
84,2021-01-01,115518.0,2.043250012381404
85,2021-02-01,111389.0,1.9702174174514118
86,2021-03-01,128294.0,2.269228320161878
87,2021-04-01,119083.0,2.106306733361162
88,2021-05-01,115718.0,2.0467875563353877
89,2021-06-01,126255.0,2.233163059551015
90,2021-07-01,132252.0,2.339236315011214
91,2021-08-01,122746.0,2.171096850878372
92,2021-09-01,129633.0,2.2929121769337986
93,2021-10-01,123289.0,2.1807012827134375
94,2021-11-01,127415.0,2.25368081448412
95,2021-12-01,122265.0,2.1625890576690416
96,2022-01-01,118597.0,2.0972008945406992
97,2022-02-01,113962.0,2.0152382298342046
98,2022-03-01,132527.0,2.343530974230337
99,2022-04-01,119689.0,2.116511192245013
100,2022-05-01,130158.0,2.301638945602573
101,2022-06-01,128224.0,2.2674392058954833
102,2022-07-01,132509.0,2.3432126726198264
103,2022-08-01,132872.0,2.349631755098458
104,2022-09-01,128881.0,2.2790572146791224
105,2022-10-01,129145.0,2.2837256382999453
106,2022-11-01,131681.0,2.328570798536336
